DATE,AAPL,NFLX,BA,T,MGM,AMZN,IBM,GOOG,SP500
10/05/2017,38.32,160.28,183.18,29.02,31.23,47.45,144.47,46.44,2399.63
11/05/2017,38.49,158.54,183.94,29.01,30.98,47.38,143.90,46.53,2394.44
12/05/2017,39.03,160.81,183.25,29.05,31.15,48.07,143.63,46.61,2390.90
15/05/2017,38.92,160.02,182.39,29.13,31.68,47.90,144.72,46.85,2402.32
16/05/2017,38.87,159.41,182.70,28.82,32.20,48.30,146.79,47.15,2400.67
17/05/2017,37.56,153.20,178.78,28.27,31.15,47.24,144.16,45.98,2357.03
18/05/2017,38.14,155.70,177.40,28.64,30.96,47.92,144.02,46.51,2365.72
19/05/2017,38.27,157.02,180.76,28.86,31.25,47.99,145.17,46.70,2381.73
22/05/2017,38.50,157.16,183.67,28.87,31.57,48.53,145.80,47.09,2394.02
23/05/2017,38.45,157.95,183.49,28.92,31.30,48.58,145.21,47.44,2398.42
24/05/2017,38.34,157.75,185.25,28.79,31.19,49.02,145.67,47.75,2404.39
25/05/2017,38.47,163.05,187.07,28.86,31.60,49.67,146.33,48.48,2415.07
26/05/2017,38.40,162.43,186.59,28.77,31.82,49.79,145.65,48.57,2415.82
30/05/2017,38.42,163.22,186.88,29.10,31.87,49.83,144.93,48.79,2412.91
31/05/2017,38.19,163.07,187.63,29.08,31.72,49.73,145.79,48.24,2411.80
01/06/2017,38.30,162.99,187.32,29.34,32.26,49.80,145.82,48.35,2430.06
02/06/2017,38.86,165.18,190.23,29.34,32.52,50.34,145.23,48.78,2439.07
05/06/2017,38.48,165.06,188.95,29.29,32.19,50.57,145.58,49.18,2436.10
06/06/2017,38.61,165.17,186.75,29.23,32.49,50.15,145.54,48.83,2429.33
07/06/2017,38.84,165.61,188.10,29.26,32.76,50.50,144.21,49.05,2433.14
08/06/2017,38.75,165.88,189.93,29.06,32.77,50.51,145.28,49.17,2433.79
09/06/2017,37.24,158.03,190.03,29.28,31.98,48.92,147.19,47.49,2431.77
12/06/2017,36.35,151.44,190.00,29.49,31.59,48.25,148.22,47.15,2429.39
13/06/2017,36.65,152.72,191.09,29.19,32.09,49.04,147.33,47.67,2440.35
14/06/2017,36.29,152.20,192.38,29.22,32.35,48.82,146.91,47.54,2437.92
15/06/2017,36.07,151.76,195.45,29.32,32.58,48.21,147.31,47.12,2432.46
16/06/2017,35.57,152.38,196.44,29.41,32.61,49.39,148.41,46.99,2433.15
19/06/2017,36.59,153.40,199.08,29.37,33.15,49.76,147.90,47.87,2453.46
20/06/2017,36.25,152.05,198.33,29.18,33.18,49.63,148.00,47.53,2437.03
21/06/2017,36.47,155.03,199.17,28.79,32.96,50.11,146.89,47.97,2435.61
22/06/2017,36.41,154.89,199.44,28.76,33.25,50.06,147.48,47.85,2434.50
23/06/2017,36.57,158.02,202.23,28.64,34.16,50.19,147.20,48.28,2438.30
26/06/2017,36.46,157.50,199.98,28.79,33.85,49.70,148.27,47.61,2439.07
27/06/2017,35.93,151.03,198.89,28.46,33.73,48.84,147.81,46.37,2419.38
28/06/2017,36.46,153.41,199.62,28.64,33.70,49.52,148.36,47.02,2440.69
29/06/2017,35.92,150.09,197.46,28.39,32.89,48.80,147.22,45.89,2419.70
30/06/2017,36.01,149.41,197.75,28.48,31.29,48.40,146.93,45.44,2423.41
03/07/2017,35.88,146.17,198.59,28.76,30.56,47.68,148.60,44.94,2429.01
05/07/2017,36.02,147.61,201.81,28.77,30.98,48.57,146.78,45.59,2432.54
06/07/2017,35.68,146.25,201.48,28.06,30.30,48.26,145.53,45.33,2409.75
07/07/2017,36.05,150.18,202.37,27.91,30.84,48.94,146.08,45.93,2425.18
10/07/2017,36.27,152.67,203.96,27.80,31.18,49.82,146.54,46.44,2427.43
11/07/2017,36.38,154.33,206.27,27.62,31.43,49.71,146.32,46.50,2425.53
12/07/2017,36.44,158.75,206.44,27.80,31.74,50.33,146.81,47.19,2443.25
13/07/2017,36.94,158.21,206.23,27.33,31.93,50.03,146.74,47.36,2447.83
14/07/2017,37.26,161.12,208.51,27.40,31.91,50.09,147.32,47.80,2459.27
17/07/2017,37.39,161.70,209.00,27.47,31.85,50.50,146.15,47.67,2459.14
18/07/2017,37.52,183.60,208.24,27.16,32.55,51.22,147.10,48.27,2460.61
19/07/2017,37.76,183.86,210.88,27.27,32.79,51.34,140.92,48.54,2473.83
20/07/2017,37.59,183.60,210.28,27.56,33.73,51.44,141.04,48.41,2473.45
21/07/2017,37.57,188.54,212.14,27.56,34.03,51.28,140.49,48.65,2472.54
24/07/2017,38.02,187.91,212.18,27.35,33.99,51.95,139.44,49.02,2469.91
25/07/2017,38.19,186.97,212.46,27.34,34.27,51.99,139.64,47.54,2477.13
26/07/2017,38.37,189.08,233.45,28.70,33.87,52.64,138.84,47.39,2477.83
27/07/2017,37.64,182.68,241.00,29.75,33.39,52.30,138.57,46.70,2475.42
28/07/2017,37.38,184.04,241.27,29.44,33.14,51.00,137.82,47.08,2472.10
31/07/2017,37.18,181.66,242.46,29.44,32.93,49.39,138.18,46.53,2470.30
01/08/2017,37.51,182.03,239.44,29.35,32.41,49.81,138.79,46.54,2476.35
02/08/2017,39.28,180.74,237.95,28.89,31.98,49.79,137.97,46.52,2477.57
03/08/2017,38.89,179.23,238.25,28.89,31.56,49.35,138.44,46.18,2472.16
04/08/2017,39.10,180.27,237.71,29.01,31.79,49.38,138.65,46.40,2476.83
07/08/2017,39.70,181.33,240.23,29.07,31.86,49.61,137.04,46.47,2480.91
08/08/2017,40.02,178.36,239.50,28.95,31.55,49.49,135.74,46.34,2474.92
09/08/2017,40.27,175.78,234.31,28.95,31.49,49.10,135.41,46.15,2474.02
10/08/2017,38.83,169.14,232.88,28.82,30.51,47.85,135.48,45.36,2438.21
11/08/2017,39.37,171.40,234.88,28.76,30.59,48.40,135.48,45.72,2441.32
14/08/2017,39.96,171.00,237.15,29.06,30.99,49.17,135.94,46.13,2465.84
15/08/2017,40.40,168.50,239.17,28.80,31.59,49.14,135.70,46.11,2464.61
16/08/2017,40.24,169.98,237.59,28.86,31.30,48.91,136.11,46.35,2468.11
17/08/2017,39.47,166.09,235.59,28.38,30.51,48.03,134.39,45.55,2430.01
18/08/2017,39.38,166.54,235.77,28.21,30.71,47.92,133.44,45.53,2425.55
21/08/2017,39.30,166.76,235.68,28.36,31.11,47.66,134.04,45.33,2428.37
22/08/2017,39.95,169.34,239.75,28.67,31.60,48.35,134.69,46.23,2452.51
23/08/2017,39.99,169.06,238.09,28.62,31.32,47.90,135.77,46.35,2444.04
24/08/2017,39.82,168.13,238.74,28.44,31.55,47.62,136.53,46.06,2438.97
25/08/2017,39.97,165.95,235.89,28.67,31.83,47.26,137.30,45.79,2443.05
28/08/2017,40.37,167.12,237.18,28.64,31.69,47.30,136.12,45.69,2444.24
29/08/2017,40.73,168.81,240.49,28.57,32.04,47.70,136.72,46.06,2446.30
30/08/2017,40.84,174.69,240.46,28.43,32.12,48.38,136.17,46.48,2457.59
31/08/2017,41.00,174.71,239.66,28.27,32.96,49.03,136.62,46.97,2471.65
01/09/2017,41.01,174.74,240.33,28.29,33.21,48.91,137.62,46.87,2476.55
05/09/2017,40.52,174.52,237.00,27.99,33.14,48.26,136.63,46.42,2457.85
06/09/2017,40.48,179.25,234.62,27.60,33.77,48.39,137.37,46.39,2465.54
07/09/2017,40.32,179.00,236.31,26.87,33.99,48.97,136.49,46.80,2465.10
08/09/2017,39.66,176.42,238.78,26.86,33.25,48.29,136.06,46.33,2461.43
11/09/2017,40.38,181.74,240.59,26.98,33.08,48.90,138.37,46.45,2488.11
12/09/2017,40.22,185.15,240.58,27.37,32.75,49.13,139.22,46.60,2496.48
13/09/2017,39.91,183.64,241.93,27.59,32.59,49.98,139.44,46.75,2498.37
14/09/2017,39.57,182.63,245.23,27.41,32.06,49.61,139.01,46.26,2495.62
15/09/2017,39.97,182.35,249.00,28.00,31.92,49.34,138.33,46.01,2500.23
18/09/2017,39.67,184.62,253.08,28.24,31.68,48.71,138.07,45.75,2503.87
19/09/2017,39.68,185.68,252.46,28.84,32.56,48.49,137.92,46.09,2506.65
20/09/2017,39.02,185.51,255.46,29.01,33.08,48.66,139.34,46.58,2508.24
21/09/2017,38.35,188.78,256.04,28.85,33.06,48.23,138.75,46.62,2500.60
22/09/2017,37.97,187.35,256.45,29.13,32.38,47.76,138.62,46.43,2502.22
25/09/2017,37.64,178.55,254.32,29.53,31.94,46.99,139.33,46.05,2496.66
26/09/2017,38.28,179.38,253.70,29.22,32.16,46.93,139.99,46.24,2496.84
27/09/2017,38.56,181.97,255.28,29.26,32.46,47.54,139.13,47.22,2507.04
28/09/2017,38.32,180.70,254.27,29.47,32.34,47.82,139.13,47.48,2510.06
29/09/2017,38.53,181.35,254.21,29.56,32.59,48.07,138.58,47.96,2519.36
02/10/2017,38.45,177.01,255.99,29.52,30.77,47.96,140.08,47.66,2529.12
03/10/2017,38.62,179.19,255.46,29.80,30.85,47.86,140.20,47.89,2534.58
04/10/2017,38.37,184.45,255.76,29.81,30.75,48.27,139.91,47.58,2537.74
05/10/2017,38.85,194.39,258.89,29.82,30.90,49.04,140.14,48.50,2552.07
06/10/2017,38.83,198.02,258.58,29.13,30.81,49.48,139.91,48.94,2549.33
09/10/2017,38.96,196.87,258.39,28.91,30.81,49.55,140.78,48.85,2544.73
10/10/2017,38.98,195.08,260.93,29.06,30.43,49.36,141.84,48.63,2550.64
11/10/2017,39.14,194.95,261.44,28.82,30.90,49.75,141.00,49.46,2555.24
12/10/2017,39.00,195.86,261.91,27.07,30.07,50.05,140.44,49.39,2550.93
13/10/2017,39.25,199.49,260.74,26.95,29.74,50.15,140.50,49.48,2553.17
16/10/2017,39.97,202.68,259.75,27.30,29.69,50.32,140.25,49.60,2557.64
17/10/2017,40.12,199.48,258.62,27.35,30.49,50.46,139.97,49.61,2559.36
18/10/2017,39.94,195.54,260.04,26.95,30.44,49.85,152.38,49.64,2561.26
19/10/2017,38.99,195.13,259.04,26.94,30.48,49.33,153.69,49.22,2562.10
20/10/2017,39.06,194.16,264.75,26.82,31.03,49.15,154.80,49.41,2575.21
23/10/2017,39.04,192.47,262.32,26.61,30.90,48.31,152.40,48.42,2564.98
24/10/2017,39.28,196.02,266.00,26.31,31.22,48.79,148.89,48.53,2569.13
25/10/2017,39.10,193.77,258.42,25.28,30.97,48.65,146.62,48.67,2557.15
26/10/2017,39.35,195.21,259.27,25.42,30.83,48.62,146.71,48.63,2560.40
27/10/2017,40.76,199.54,256.46,25.64,31.25,55.05,146.79,50.96,2581.07
30/10/2017,41.68,198.37,259.25,25.32,30.57,55.54,147.44,50.86,2572.83
31/10/2017,42.26,196.43,257.98,25.40,31.35,55.26,147.15,50.83,2575.26
01/11/2017,41.72,198.00,258.50,25.32,30.82,55.18,147.12,51.28,2579.36
02/11/2017,42.03,199.32,262.63,25.04,30.71,54.71,146.47,51.28,2579.85
03/11/2017,43.13,200.01,261.75,25.13,31.26,55.58,144.78,51.62,2587.84
06/11/2017,43.56,200.13,264.07,24.80,31.71,56.03,144.08,51.30,2591.13
07/11/2017,43.70,195.89,266.13,24.96,31.46,56.16,144.56,51.67,2590.64
08/11/2017,44.06,196.44,265.57,25.24,33.06,56.64,144.77,51.99,2594.38
09/11/2017,43.97,193.90,262.70,25.66,32.75,56.46,143.56,51.56,2584.62
10/11/2017,43.67,192.02,260.85,25.83,32.88,56.27,142.47,51.40,2582.30
13/11/2017,43.49,195.08,262.42,25.79,33.06,56.46,141.75,51.29,2584.84
14/11/2017,42.84,195.71,261.76,25.45,32.85,56.84,142.21,51.30,2578.87
15/11/2017,42.27,192.12,262.86,25.52,32.89,56.33,140.50,51.05,2564.62
16/11/2017,42.78,195.51,263.70,26.05,33.00,56.86,142.43,51.63,2585.64
17/11/2017,42.54,193.20,262.26,26.05,33.00,56.49,142.29,50.95,2578.85
20/11/2017,42.50,194.10,264.63,26.15,33.18,56.32,143.76,50.92,2582.14
21/11/2017,43.29,196.23,266.99,25.91,33.34,56.97,145.14,51.72,2599.03
22/11/2017,43.74,196.32,265.15,26.32,33.45,57.81,144.97,51.80,2597.08
24/11/2017,43.74,195.75,265.88,26.27,33.89,59.30,145.03,52.03,2602.42
27/11/2017,43.52,195.05,265.58,26.18,33.67,59.79,145.17,52.71,2601.42
28/11/2017,43.27,199.18,267.99,26.73,33.25,59.68,145.63,52.37,2627.04
29/11/2017,42.37,188.15,269.30,27.53,33.65,58.06,146.67,51.08,2626.07
30/11/2017,42.96,187.58,276.80,27.46,34.12,58.84,147.07,51.07,2647.58
01/12/2017,42.76,186.82,271.38,27.55,34.02,58.12,147.82,50.51,2642.22
04/12/2017,42.45,184.04,277.97,28.13,34.22,56.70,149.44,49.93,2639.44
05/12/2017,42.41,184.21,275.54,27.59,33.94,57.08,148.38,50.26,2629.57
06/12/2017,42.25,185.30,278.27,27.25,33.10,57.62,147.19,50.92,2629.27
07/12/2017,42.33,185.20,281.97,27.30,33.34,57.99,146.68,51.55,2636.98
08/12/2017,42.34,188.54,285.90,27.72,33.18,58.10,147.87,51.85,2651.50
11/12/2017,43.17,186.22,283.16,27.85,33.34,58.45,148.44,52.06,2659.99
12/12/2017,42.93,185.73,289.94,28.76,32.71,58.25,149.71,52.02,2664.11
13/12/2017,43.07,187.86,291.84,28.71,33.16,58.21,147.01,52.03,2662.85
14/12/2017,43.06,189.56,293.88,28.49,32.83,58.71,147.10,52.46,2652.01
15/12/2017,43.49,190.12,293.94,28.86,32.88,58.96,145.66,53.21,2675.81
18/12/2017,44.11,190.42,296.14,29.03,32.95,59.53,146.46,53.86,2690.16
19/12/2017,43.64,187.02,297.25,28.72,32.84,59.37,146.36,53.53,2681.47
20/12/2017,43.59,188.82,297.90,29.10,33.16,58.88,146.09,53.25,2679.25
21/12/2017,43.75,188.62,295.03,29.35,33.73,58.74,144.71,53.18,2684.57
22/12/2017,43.75,189.94,295.10,29.39,33.34,58.42,145.66,53.01,2683.34
26/12/2017,42.64,187.76,295.36,29.48,33.35,58.84,145.98,52.84,2680.50
27/12/2017,42.65,186.24,295.62,29.35,33.71,59.11,146.26,52.47,2682.62
28/12/2017,42.77,192.71,296.35,29.57,33.63,59.31,147.13,52.41,2687.54
29/12/2017,42.31,191.96,294.91,29.35,33.39,58.47,146.54,52.32,2673.61
02/01/2018,43.07,201.07,296.84,29.09,33.51,59.45,147.33,53.25,2695.81
03/01/2018,43.06,205.05,297.80,28.42,33.33,60.21,151.38,54.12,2713.06
04/01/2018,43.26,205.63,296.67,28.68,33.66,60.48,154.45,54.32,2723.99
05/01/2018,43.75,209.99,308.84,28.79,33.89,61.46,155.20,55.11,2743.15
08/01/2018,43.59,212.05,310.15,28.87,33.10,62.34,156.14,55.35,2747.71
09/01/2018,43.58,209.31,318.43,28.30,33.63,62.63,156.48,55.31,2751.29
10/01/2018,43.57,212.52,320.26,27.64,33.92,62.72,156.82,55.13,2748.23
11/01/2018,43.82,217.24,328.12,27.53,35.11,63.83,156.84,55.28,2767.56
12/01/2018,44.27,221.23,336.21,27.85,35.03,65.26,155.83,56.11,2786.24
16/01/2018,44.05,221.53,335.16,27.72,36.03,65.24,156.50,56.09,2776.42
17/01/2018,44.78,217.50,351.01,27.81,36.54,64.75,161.09,56.60,2802.56
18/01/2018,44.82,220.33,340.16,28.04,36.07,64.67,161.54,56.49,2798.03
19/01/2018,44.62,220.46,337.73,28.09,36.35,64.73,155.09,56.88,2810.30
22/01/2018,44.25,227.58,338.00,28.58,37.12,66.37,155.31,57.79,2832.97
23/01/2018,44.26,250.29,335.59,28.07,37.02,68.13,158.80,58.50,2839.13
24/01/2018,43.56,261.30,334.69,27.94,37.63,67.88,157.96,58.21,2837.54
25/01/2018,42.78,269.70,343.11,28.27,36.81,68.90,158.05,58.52,2839.25
26/01/2018,42.88,274.60,343.22,28.55,37.05,70.10,159.84,58.79,2872.87
29/01/2018,41.99,284.59,340.82,28.12,38.03,70.88,159.32,58.78,2853.53
30/01/2018,41.74,278.80,337.71,28.26,37.11,71.89,156.28,58.18,2822.43
31/01/2018,41.86,270.30,354.37,28.27,36.45,72.54,156.36,58.50,2823.81
01/02/2018,41.95,265.07,356.94,29.56,36.83,69.50,155.12,58.39,2821.98
02/02/2018,40.13,267.43,348.91,28.73,35.58,71.50,151.90,55.60,2762.13
05/02/2018,39.12,254.26,328.88,27.65,34.47,69.50,145.69,52.79,2648.94
06/02/2018,40.76,265.72,340.91,27.80,34.88,72.14,148.38,54.03,2695.14
07/02/2018,39.89,264.56,348.12,27.87,34.68,70.84,146.95,52.43,2681.66
08/02/2018,38.79,250.10,329.66,26.85,33.50,67.53,140.97,50.08,2581.00
09/02/2018,39.10,249.47,332.83,27.21,33.43,66.98,142.81,51.89,2619.55
12/02/2018,40.68,257.95,343.80,27.45,33.20,69.31,144.61,52.60,2656.00
13/02/2018,41.09,258.27,343.16,27.62,33.13,70.73,143.99,52.61,2662.94
14/02/2018,41.84,266.00,344.85,27.48,34.44,72.55,147.82,53.49,2698.63
15/02/2018,43.25,280.27,356.46,27.93,35.00,73.09,149.02,54.48,2731.20
16/02/2018,43.11,278.52,355.04,28.03,34.47,72.43,149.18,54.74,2732.22
20/02/2018,42.96,278.55,353.35,27.75,34.71,73.42,148.20,55.12,2716.26
21/02/2018,42.77,281.04,352.37,27.41,34.40,74.15,147.06,55.57,2701.33
22/02/2018,43.13,278.14,355.92,27.53,34.51,74.27,146.31,55.33,2703.96
23/02/2018,43.88,285.93,356.66,27.72,35.38,75.00,148.55,56.34,2747.30
26/02/2018,44.74,294.16,363.48,28.27,35.33,76.10,151.47,57.19,2779.60
27/02/2018,44.60,290.61,364.64,27.83,34.27,75.60,149.53,55.91,2744.28
28/02/2018,44.53,291.38,362.21,27.40,34.23,75.62,148.84,55.24,2713.83
01/03/2018,43.75,290.39,349.69,27.17,33.28,74.67,146.91,53.48,2677.67
02/03/2018,44.05,301.05,344.67,27.44,33.73,75.01,147.56,53.95,2691.25
05/03/2018,44.21,315.00,352.75,27.70,33.85,76.18,149.91,54.55,2720.94
06/03/2018,44.17,325.22,348.92,27.83,34.75,76.88,148.74,54.75,2728.12
07/03/2018,43.76,321.16,347.04,27.86,34.86,77.25,151.22,55.48,2726.80
08/03/2018,44.24,317.00,348.73,28.01,35.91,77.59,149.21,56.30,2738.97
09/03/2018,45.00,331.44,354.52,27.96,36.79,78.94,152.17,58.00,2786.57
12/03/2018,45.43,321.30,344.19,28.20,36.77,79.92,153.07,58.23,2783.02
13/03/2018,44.99,315.88,338.67,28.22,35.79,79.41,152.18,56.91,2765.31
14/03/2018,44.61,321.55,330.26,27.95,35.69,79.55,151.03,57.47,2749.48
15/03/2018,44.66,321.09,329.98,27.96,35.68,79.12,152.45,57.48,2747.33
16/03/2018,44.51,318.45,330.47,27.93,35.99,78.58,153.07,56.79,2752.01
19/03/2018,43.83,313.48,331.76,27.61,36.28,77.25,150.30,54.99,2712.92
20/03/2018,43.81,317.50,337.63,27.43,36.73,79.33,149.20,54.89,2716.94
21/03/2018,42.82,316.48,337.10,27.17,36.12,79.09,149.66,54.54,2711.93
22/03/2018,42.21,306.70,319.61,26.70,34.53,77.25,145.27,52.45,2643.69
23/03/2018,41.24,300.94,321.00,26.19,33.26,74.78,142.21,51.08,2588.26
26/03/2018,43.19,320.35,328.97,26.18,34.92,77.79,146.49,52.66,2658.55
27/03/2018,42.09,300.69,321.12,26.34,34.86,74.85,145.10,50.26,2612.62
28/03/2018,41.62,285.77,320.02,26.84,34.10,71.57,145.68,50.23,2605.00
29/03/2018,41.95,295.35,327.88,26.91,35.02,72.37,146.55,51.59,2640.87
02/04/2018,41.67,280.29,322.44,26.49,33.88,68.60,143.34,50.32,2581.88
03/04/2018,42.10,283.67,330.82,26.70,34.44,69.60,143.13,50.67,2614.45
04/04/2018,42.90,288.94,327.44,27.08,34.93,70.53,147.21,51.26,2644.69
05/04/2018,43.20,293.97,336.40,27.28,35.57,72.59,147.12,51.39,2662.84
06/04/2018,42.10,288.85,326.12,26.89,34.13,70.26,143.82,50.35,2604.47
09/04/2018,42.51,289.93,322.48,26.55,34.37,70.30,145.84,50.77,2613.16
10/04/2018,43.31,298.07,334.83,27.03,34.67,71.81,148.42,51.58,2656.87
11/04/2018,43.11,303.67,327.36,26.61,33.68,71.35,148.39,51.00,2642.19
12/04/2018,43.54,309.25,337.48,26.54,34.93,72.43,150.98,51.63,2663.99
13/04/2018,43.68,311.65,329.28,26.52,34.40,71.54,149.68,51.46,2656.30
16/04/2018,43.96,307.78,331.77,26.90,34.77,72.07,150.81,51.90,2677.84
17/04/2018,44.56,336.06,336.72,26.69,36.11,75.19,153.70,53.71,2706.39
18/04/2018,44.46,334.52,341.00,26.58,36.41,76.39,142.12,53.60,2708.64
19/04/2018,43.20,332.70,340.64,26.28,35.56,77.85,141.08,54.39,2693.13
20/04/2018,41.43,327.77,338.67,26.17,35.44,76.37,138.40,53.65,2670.14
23/04/2018,41.31,318.69,338.84,26.33,36.17,75.89,139.32,53.37,2670.29
24/04/2018,40.74,307.02,329.06,26.42,35.52,73.00,139.03,51.00,2634.56
25/04/2018,40.91,305.76,342.86,26.57,35.33,73.01,139.40,51.06,2639.40
26/04/2018,41.06,313.98,342.79,24.98,32.29,75.90,140.14,52.00,2666.94
27/04/2018,40.58,311.76,340.88,24.94,31.28,78.63,139.91,51.50,2669.91
30/04/2018,41.32,312.46,333.56,24.68,31.42,78.31,138.46,50.87,2648.05
01/05/2018,42.28,313.30,329.54,24.56,31.40,79.11,138.50,51.87,2654.80
02/05/2018,44.14,313.36,324.19,24.20,31.22,78.48,136.06,51.22,2635.67
03/05/2018,44.22,311.69,330.69,24.11,31.28,78.60,135.62,51.19,2629.73
04/05/2018,45.96,320.09,334.43,24.26,31.86,79.05,137.46,52.41,2663.42
07/05/2018,46.29,326.26,340.43,24.18,31.61,80.01,136.80,52.74,2672.63
08/05/2018,46.51,326.89,338.37,23.93,32.06,79.62,136.59,52.70,2671.92
09/05/2018,46.84,330.30,344.50,23.70,32.90,80.40,136.22,54.14,2697.79
10/05/2018,47.51,329.60,344.07,24.06,33.37,80.45,137.77,54.88,2723.07
11/05/2018,47.15,326.46,342.46,24.37,31.80,80.15,137.68,54.91,2727.72
14/05/2018,47.04,328.53,344.59,24.30,32.32,80.08,137.83,55.01,2730.13
15/05/2018,46.61,326.13,342.12,24.22,31.73,78.81,137.30,53.96,2711.45
16/05/2018,47.05,328.19,340.97,24.38,31.92,79.36,138.15,54.09,2722.46
17/05/2018,46.75,325.22,344.14,24.10,32.18,79.09,138.02,53.93,2720.13
18/05/2018,46.58,324.18,351.23,24.19,32.34,78.72,137.62,53.32,2712.97
21/05/2018,46.91,331.82,363.92,24.60,32.01,79.27,138.97,53.98,2733.01
22/05/2018,46.79,331.62,355.02,24.48,31.58,79.07,138.58,53.49,2724.44
23/05/2018,47.09,344.72,359.21,24.40,31.60,80.09,138.18,53.98,2733.29
24/05/2018,47.04,349.29,359.00,24.74,31.32,80.15,137.61,53.96,2727.76
25/05/2018,47.15,351.29,360.09,24.54,31.45,80.51,137.20,53.78,2721.33
29/05/2018,46.98,349.73,352.48,24.40,31.30,80.64,134.89,53.02,2689.86
30/05/2018,46.88,353.54,358.19,24.58,31.89,81.24,136.23,53.39,2724.01
31/05/2018,46.72,351.60,352.16,24.39,31.45,81.48,134.97,54.25,2705.27
01/06/2018,47.56,359.93,356.72,24.51,31.79,82.08,135.59,55.98,2734.62
04/06/2018,47.96,361.81,360.73,24.46,31.54,83.26,136.63,56.96,2746.87
05/06/2018,48.33,365.80,360.10,24.67,30.86,84.82,137.26,56.98,2748.80
06/06/2018,48.50,367.45,371.56,25.19,31.55,84.79,138.22,56.84,2772.35
07/06/2018,48.37,361.40,368.53,25.52,31.35,84.46,138.84,56.19,2770.37
08/06/2018,47.93,360.57,369.50,25.53,30.78,84.20,139.59,56.04,2779.03
11/06/2018,47.81,361.45,370.94,25.80,31.59,84.46,140.01,56.50,2782.00
12/06/2018,48.07,363.83,370.62,25.93,31.64,84.94,140.28,56.97,2786.85
13/06/2018,47.68,379.93,363.85,24.32,30.95,85.24,139.79,56.74,2775.63
14/06/2018,47.70,392.87,362.42,24.55,31.43,86.19,138.69,57.61,2782.49
15/06/2018,47.21,391.98,357.88,25.02,31.23,85.80,138.87,57.61,2779.66
18/06/2018,47.19,390.40,354.74,24.30,31.32,86.19,138.00,58.67,2773.75
19/06/2018,46.42,404.98,341.12,24.45,29.91,86.74,137.45,58.40,2762.59
20/06/2018,46.63,416.76,342.69,24.15,30.54,87.50,136.24,58.49,2767.32
21/06/2018,46.37,415.44,337.66,23.85,30.31,86.51,134.92,57.88,2749.76
22/06/2018,46.23,411.09,338.91,23.92,30.07,85.78,134.95,57.77,2754.88
25/06/2018,45.54,384.48,331.20,23.93,29.27,83.16,132.57,56.24,2717.07
26/06/2018,46.11,399.39,331.30,23.87,29.16,84.55,132.84,55.92,2723.06
27/06/2018,46.04,390.39,329.82,23.89,28.37,83.03,131.32,55.20,2699.63
28/06/2018,46.38,395.42,334.65,24.30,28.38,85.07,133.76,55.71,2716.31
29/06/2018,46.28,391.43,335.51,24.24,29.03,84.99,133.44,55.78,2718.37
02/07/2018,46.80,398.18,336.08,24.31,28.16,85.69,133.59,56.37,2726.71
03/07/2018,45.98,390.52,332.93,24.69,27.98,84.70,133.31,55.14,2713.22
05/07/2018,46.35,398.39,333.18,24.61,28.41,84.99,135.09,56.21,2736.61
06/07/2018,46.99,408.25,334.64,24.67,28.97,85.53,136.09,57.01,2759.82
09/07/2018,47.65,418.97,341.92,24.27,29.46,86.95,137.92,57.70,2784.17
10/07/2018,47.59,415.63,347.16,24.53,29.93,87.15,138.22,57.64,2793.84
11/07/2018,46.97,418.65,340.60,24.05,29.89,87.75,138.44,57.70,2774.02
12/07/2018,47.76,413.50,346.03,24.33,30.50,89.83,139.88,59.17,2798.29
13/07/2018,47.83,395.80,350.79,23.90,30.95,90.65,139.36,59.44,2801.31
16/07/2018,47.73,400.48,356.10,24.08,31.12,91.12,138.94,59.19,2798.43
17/07/2018,47.86,379.48,356.88,23.97,31.25,92.20,137.06,59.94,2809.55
18/07/2018,47.60,375.13,360.23,23.93,31.02,92.15,138.04,59.79,2815.62
19/07/2018,47.97,364.23,355.33,23.60,30.82,90.65,142.55,59.35,2804.49
20/07/2018,47.86,361.05,354.90,23.47,31.20,90.68,139.79,59.25,2801.83
23/07/2018,47.90,362.66,353.27,23.40,30.97,90.10,139.17,60.28,2806.98
24/07/2018,48.25,357.32,358.27,23.91,30.77,91.46,139.82,62.40,2820.40
25/07/2018,48.71,362.87,355.92,22.83,31.52,93.18,140.05,63.19,2846.07
26/07/2018,48.55,363.09,359.32,22.91,31.22,90.40,140.13,63.42,2837.44
27/07/2018,47.75,355.21,360.65,23.46,30.72,90.86,138.64,61.93,2818.82
30/07/2018,47.48,334.96,351.06,24.15,30.77,88.96,138.97,60.99,2802.60
31/07/2018,47.57,337.45,356.30,24.13,31.37,88.87,138.43,60.86,2816.29
01/08/2018,50.38,338.38,352.76,24.08,28.51,89.86,137.07,61.00,2813.36
02/08/2018,51.85,344.50,349.73,24.04,28.97,91.72,136.55,61.31,2827.22
03/08/2018,52.00,343.09,348.44,24.36,28.53,91.16,141.08,61.19,2840.35
06/08/2018,52.27,350.92,346.57,24.24,29.33,92.39,139.48,61.24,2850.40
07/08/2018,51.78,351.83,350.76,24.45,29.63,93.12,140.42,62.11,2858.45
08/08/2018,51.81,347.61,347.78,24.42,28.95,94.33,140.30,62.28,2857.70
09/08/2018,52.22,349.36,343.72,24.52,29.11,94.93,138.28,62.46,2853.58
10/08/2018,51.88,345.87,339.41,24.35,28.86,94.32,138.00,61.88,2833.28
